FIPS_COUNTY_CODE,MONTH,YEAR,SYSTEM_CODE,AGE,INITIAL_REPLACEMENT,TYPE_DISTRIBUTION,LTAR_TODAY,DESIGN_FLOW,FAILURE_CODE,CAUSE_CODE,REMEDY_CODE
23,5,2013,GBD,40,R,GP,0.4,360,SD,U,IQ4PS
23,5,2013,GBD,55,I,GP,0.4,360,SD,A,IQ4PS
23,5,2013,GBD,55,I,GP,0.4,240,SD,A,GBD
23,5,2013,GBD,45,I,GP,0.4,360,SD,A,IQ4PS
23,5,2013,GBD,50,I,GP,0.4,360,SD,A,IQ4PS
23,5,2013,GBD,45,I,GP,0.4,240,SD,A,EZ1203H
23,5,2013,GBD,40,I,GP,0.4,360,BU,A,IQ4PS
23,6,2013,GBD,35,I,GP,0.3,240,BU,A,GBD
23,6,2013,GBD,50,I,GS,0.4,360,SD,A,IQ4W
23,6,2013,GBD,50,I,GS,0.4,240,BU,A,IQ4W
23,6,2013,GBD,30,I,GS,0.4,240,SD,A,IQ4W
23,6,2013,GBD,30,I,GS,0.4,360,SD,U,IQ4W
23,6,2013,GBD,50,I,GS,0.4,360,SD,A,IQ4W
23,6,2013,GBD,50,I,GS,0.4,360,SD,U,IQ4W
23,6,2013,GBD,50,I,GS,0.4,360,BU,A,IQ4W
23,6,2013,GBD,40,I,GP,0.4,360,BU,A,IQ4PS
23,6,2013,GBD,35,I,GP,0.4,360,SD,A,IQ4PS
23,6,2013,GBD,45,I,GP,0.4,360,SD,A,IQ4PS
23,6,2013,GBD,30,I,GP,0.4,1000,BU,A,IQ4PS
23,6,2013,GTR,22,I,GS,0.4,360,BU,A,IQ4PS
23,7,2013,GBD,50,I,GP,0.4,360,SD,A,IQ4PS
23,7,2013,GBD,40,R,GP,0.4,360,BU,A,IQ4PS
23,7,2013,TANK,35,I,GP,0.4,360,SD,A,TANK
23,7,2013,GBD,40,R,GP,0.4,720,SD,U,GBD
23,7,2013,GBD,45,I,GP,0.4,360,BU,A,IQ4PS
23,7,2013,GBD,45,R,GP,0.4,360,SD,A,IQ4PS
23,7,2013,GTR,20,I,GP,0.4,360,SD,D,IQ4W
23,7,2013,GBD,40,I,GS,0.4,360,SD,A,IQ4W
23,7,2013,GBD,30,I,GS,0.4,360,SD,U,EZ1203T
23,8,2013,GBD,40,I,GP,0.4,240,SD,A,IQ4PS
23,8,2013,GTR,23,I,GS,0.35,360,BU,Q,IQ4PS
23,8,2013,GTR,20,I,GP,0.35,360,SD,Q,IQ4PS
23,8,2013,TANK,45,I,GP,0.4,360,SD,Q,TANK
23,8,2013,GBD,40,I,GP,0.4,360,SD,D,IQ4PS
23,8,2013,GBD,32,I,GP,0.4,240,SD,A,IQ4PS
23,8,2013,GBD,40,I,GS,0.4,360,SD,A,IQ4W
23,8,2013,GBD,40,I,GS,0.4,360,SD,A,IQ4W
23,8,2013,GBD,25,I,GS,0.4,360,BU,A,IQ4W
23,8,2013,GBD,30,I,PG,0.4,360,SD,U,IQ4W
23,8,2013,GBD,47,I,GS,0.4,240,SD,A,IQ4W
23,9,2013,GBD,33,I,GP,0.4,360,SD,A,IQ4PS
23,9,2013,GBD,35,I,GP,0.4,480,BU,A,IQ4PS
23,9,2013,GBD,50,I,GP,0.4,360,P,A,IQ4PS
23,9,2013,GBD,40,I,PG,0.4,360,BU,D,IQ4W
23,9,2013,GBD,60,I,GS,0.4,360,SD,A,IQ4W
23,9,2013,GBD,60,I,GS,0.4,240,SD,A,IQ4W
23,9,2013,GBD,50,I,GS,0.4,240,BU,A,IQ4W
23,9,2013,GBD,50,I,GS,0.4,240,SD,A,IQ4W
23,9,2013,GTR,30,I,GS,0.4,360,SD,Q,IQ4W
23,9,2013,GBD,40,I,GS,0.4,360,SD,A,IQ4W
23,9,2013,GTR,40,I,GS,0.4,480,SD,U,IQ4W
23,9,2013,GBD,50,I,GS,0.4,240,BU,A,IQ4W
23,9,2013,GBD,47,I,GP,0.4,240,SD,A,IQ4PS
23,10,2013,GBD,50,I,GS,0.4,360,BU,A,IQ4W
23,10,2013,GBD,50,I,GS,0.4,240,BU,A,IQ4W
23,10,2013,GBD,50,I,GS,0.4,240,SD,A,IQ4W
23,10,2013,GTR,25,I,GP,0.4,360,SD,U,IQ4W
23,10,2013,GBD,45,I,GP,0.4,360,BU,A,IQ4PS
23,10,2013,SP,60,I,GP,0.4,240,SD,Q,GBD
23,10,2013,GBD,40,R,GP,0.4,360,BU,A,IQ4PS
23,10,2013,GBD,55,I,GP,0.4,240,SD,A,IQ4PS
23,10,2013,GBD,40,I,GP,0.4,360,SD,A,IQ4PS
23,11,2013,GBD,45,R,GP,0.4,360,BU,A,IQ4PS
23,11,2013,GBD,50,I,GS,0.4,360,BU,A,IQ4W
23,11,2013,GBD,50,I,GS,0.4,360,BU,A,IQ4W
23,11,2013,GBD,40,I,GS,0.4,360,SD,A,IQ4W
23,11,2013,GBD,50,I,GS,0.4,120,SD,T,IQ4W
23,12,2013,GBD,50,I,GS,0.4,360,SD,A,IQ4W
23,12,2013,GBD,40,I,GP,0.4,360,BU,A,IQ4PS
23,12,2013,GBD,50,I,GP,0.4,240,BU,A,IQ4PS
27,5,2013,,,R,,0.35,360,,,IHC
27,5,2013,,,R,,0.3,360,,,IS
27,5,2013,,,R,,0.4,480,,,IHC
27,5,2013,,,R,,0.35,360,,,IS
27,5,2013,,,R,,0.4,360,,,IHC
27,5,2013,,,R,,,480,,,IS
27,5,2013,,,R,,0.35,240,,,IS
27,5,2013,,,R,,0.35,360,,,IS
27,5,2013,,,R,,0.35,360,,,IQ4W
27,5,2013,,,R,,0.35,480,,,IHC
27,5,2013,,,R,,0.35,480,,,IHC
27,6,2013,,,R,,0.35,360,,,IS
27,6,2013,,,R,,0.35,360,,,IQ4PS
27,6,2013,,,R,,0.35,360,,,IS
27,6,2013,,,R,,0.4,240,,,IHC
27,6,2013,,,R,,,,,,IHC
27,6,2013,,,R,,0.35,360,,,IS
27,6,2013,,,R,,,360,,,TANK
27,6,2013,,,R,,0.35,240,,,IHC
27,7,2013,,,R,,0.35,360,,,IQ4W
27,7,2013,,,R,,0.4,360,,,IQ4W
27,7,2013,,,R,,0.35,240,,,IQ4W
27,7,2013,,,R,,0.3,360,,,IHC
27,7,2013,,,R,,0.4,360,,,IQ4W
27,7,2013,,,R,,,240,,,IS
27,8,2013,,,R,,0.4,240,,,IS
27,8,2013,,,R,,0.4,480,,,IS
27,8,2013,,,R,,0.4,240,,,IS
27,8,2013,,,R,,0.35,360,,,IS
27,8,2013,,,R,,0.28,240,,,IS
27,8,2013,,,R,,0.35,360,,,IS
27,8,2013,,,R,,0.3,360,,,IS
27,8,2013,,,R,,0.3,360,,,IS
27,8,2013,,,R,,,,,,
27,8,2013,,,R,,0.35,360,,,IS
27,8,2013,,,R,,0.35,360,,,IS
27,8,2013,,,R,,0.35,360,,,IS
31,1,2013,GTR,25,I,GP,0.8,240,BU,A,GTR
31,1,2013,GTR,30,I,GP,1.2,480,BU,A,GTR
31,1,2013,GTR,25,R,GP,0.8,360,BU,A,EZ1203H
31,1,2013,GTR,25,I,GP,1.2,360,BU,A,GTR
31,1,2013,GTR,30,I,DEEP,0.6,360,BU,A,GTR
31,1,2013,GTR,25,I,GP,1.2,240,BU,A,EZ1203H
31,1,2013,GTR,24,I,GP,0.8,360,BU,D,GTR
31,1,2013,GTR,50,I,GP,0.1,360,BU,S,GTR
31,1,2013,GTR,25,I,GP,0.8,360,BU,A,GBD
31,1,2013,GTR,25,I,GP,1.2,480,BU,U,GTR
31,1,2013,GTR,30,I,GP,0.8,360,BU,S,GBD
31,1,2013,GTR,25,I,GP,0.6,240,BU,A,GBD
31,1,2013,GTR,25,I,GP,1.2,480,BU,A,GTR
31,1,2013,GTR,35,I,GP,0.1,360,SD,S,GTR
31,2,2013,GTR,30,I,GP,1,360,BU,A,EZ1203H
31,2,2013,GTR,30,I,GP,1.2,600,BU,A,GTR
31,2,2013,GTR,30,I,GP,1,360,BU,A,GTR
31,2,2013,GTR,50,I,GP,0.6,360,BU,A,GBD
31,2,2013,GTR,25,I,GP,1.2,360,BU,S,GTR
31,2,2013,GTR,50,I,GP,0.3,360,BU,S,GTR
31,2,2013,GTR,30,I,GP,0.8,480,SD,S,GTR
31,2,2013,GTR,50,I,GP,0.3,600,SD,S,GTR
31,2,2013,GTR,50,I,GP,0.3,360,BU,S,GTR
31,3,2013,GTR,30,I,GP,1.2,480,BU,S,GBD
31,3,2013,GTR,30,I,GP,1.2,360,BU,A,GTR
31,3,2013,GTR,30,I,GP,1.2,360,SD,S,GTR
31,3,2013,GTR,25,I,GP,0.6,360,SD,S,GTR
31,3,2013,GTR,30,R,PG,0.8,360,SD,P,GTR
31,3,2013,GTR,30,R,GP,0.8,240,SD,A,GBD
31,3,2013,GTR,30,I,GP,1.2,480,BU,S,GBD
31,3,2013,GTR,25,I,GP,0.8,360,SD,D,GBD
31,3,2013,DPR,1,I,DRIP,0.3,360,SD,D,DPR
31,3,2013,GTR,33,I,GP,1,240,SD,S,GBD
31,3,2013,GTR,25,I,GP,0.6,480,SD,S,GBD
31,3,2013,GTR,30,I,GP,0.8,240,SD,A,GBD
31,4,2013,GTR,30,I,GS,1.2,360,BU,A,GTR
31,4,2013,GTR,30,I,GS,1.2,360,BU,A,GTR
31,4,2013,GTR,40,I,GP,0.9,240,SD,A,GBD
31,4,2013,GTR,25,I,GP,1,360,BU,D,GBD
31,4,2013,GTR,35,I,GP,0.9,360,BU,A,GTR
31,4,2013,GTR,30,I,GS,1.2,360,BU,A,GTR
31,4,2013,GTR,30,I,GP,1,480,BU,A,GBD
31,4,2013,GTR,40,I,GP,1,240,BU,A,GBD
31,4,2013,GTR,25,I,GP,1,360,BU,U,GBD
31,4,2013,GTR,30,I,GS,0.8,240,FL,S,GTR
31,4,2013,GTR,30,I,GP,1,360,SD,A,GBD
31,4,2013,GTR,50,I,GP,0.5,240,SD,A,GTR
31,4,2013,GTR,30,I,GP,0.6,360,SD,S,GTR
31,4,2013,GTR,19,I,GP,1.2,240,SD,D,GBD
31,4,2013,GTR,30,I,GP,0.7,480,SD,S,GTR
31,4,2013,GTR,30,I,GS,1.2,360,BU,A,GTR
31,4,2013,GTR,30,I,GS,1.2,360,BU,A,GTR
31,4,2013,GTR,25,I,GP,1,360,BU,D,GBD
31,5,2013,GTR,40,I,GS,1.2,360,BU,A,GBD
31,5,2013,GTR,16,I,GP,0.3,360,SD,S,OTH
31,5,2013,GTR,25,I,GS,1.2,240,BU,A,GBD
31,5,2013,GTR,25,I,GS,1.2,360,BU,A,GBD
31,5,2013,GTR,23,I,GP,0.9,360,BU,A,GBD
31,5,2013,GTR,18,I,GP,0.6,360,SD,M,GTR
31,5,2013,GTR,20,I,GS,0.8,480,SD,A,GTR
31,5,2013,GTR,20,I,GS,1.2,360,BU,A,GBD
31,5,2013,GTR,55,I,GP,0.4,360,SD,S,GTR
31,5,2013,GTR,27,R,GP,0.4,240,BU,S,GTR
31,5,2013,GTR,30,I,GS,1.2,360,BU,S,GBD
31,5,2013,GTR,25,I,GS,1.2,360,SD,D,GBD
31,5,2013,GTR,30,I,GP,0.4,240,SD,D,TANK
31,6,2013,GTR,30,I,GP,1.2,360,BU,A,GBD
31,6,2013,GTR,30,I,GP,1.2,360,BU,A,GBD
31,6,2013,GTR,25,I,GP,0.9,360,BU,A,GBD
31,6,2013,GTR,26,I,GP,0.9,360,BU,A,GTR
31,6,2013,GTR,25,I,GP,1.2,360,BU,A,GBD
31,6,2013,GTR,30,I,GP,1.2,480,BU,A,GBD
31,6,2013,GTR,30,I,GP,1.2,360,BU,A,GBD
31,6,2013,GTR,30,I,GP,1,360,BU,A,GBD
31,6,2013,GTR,32,I,GP,1.2,360,BU,A,GBD
31,6,2013,GTR,50,I,GP,0.3,200,GW,S,GTR
31,6,2013,GTR,30,I,GP,1.2,360,BU,A,GBD
31,6,2013,GTR,28,R,GP,0.4,240,BU,S,GTR
31,6,2013,GTR,25,I,GP,1.2,480,BU,A,GBD
31,6,2013,GTR,30,I,GP,1.2,360,BU,A,GBD
31,6,2013,GTR,30,I,GP,1.2,480,BU,A,GBD
31,6,2013,GTR,28,I,GP,1.2,360,BU,A,GBD
31,7,2013,GTR,30,I,GP,1.2,600,BU,A,GBD
31,7,2013,GTR,30,i,GP,1.2,360,BU,A,GBD
31,7,2013,GTR,30,i,GP,1.2,480,BU,A,GBD
31,7,2013,GTR,30,I,GP,1.2,360,BU,A,GBD
31,7,2013,GTR,30,I,GP,1.2,360,BU,A,GBD
31,7,2013,GTR,27,R,PM,1.2,840,BU,A,GBD
31,7,2013,GTR,30,i,GP,0.8,480,SD,A,GTR
31,7,2013,GTR,25,i,GP,1,360,BU,A,GBD
31,7,2013,GTR,23,I,GP,0.8,360,BU,A,GTR
31,7,2013,GTR,30,I,GP,1,360,BU,D,GBD
31,7,2013,GTR,30,i,GP,1.2,360,BU,A,GBD
31,7,2013,GTR,28,I,GP,1,360,BU,A,GBD
31,7,2013,GTR,30,I,GP,1.2,600,BU,A,GBD
31,7,2013,GTR,55,I,GP,0.3,240,GW,S,GTR
31,7,2013,GTR,30,I,GP,0.8,240,BU,A,GTR
31,7,2013,GTR,30,I,GP,1,360,BU,A,GTR
31,7,2013,GBD,4,R,GP,1,240,SD,D,GBD
31,7,2013,GBD,4,R,GP,1,240,SD,d,GBD
31,7,2013,GTR,16,I,GP,0.5,360,BU,U,GTR
31,8,2013,GTR,25,I,GP,1.2,360,BU,A,GTR
31,8,2013,GTR,30,I,GP,0.9,240,BU,A,GTR
31,8,2013,GTR,30,I,GP,1.2,480,BU,A,GTR
31,8,2013,GTR,30,I,GP,0.8,360,BU,A,GTR
31,8,2013,GTR,30,I,GP,0.8,360,BU,A,GBD
31,8,2013,GTR,30,I,GP,0.8,360,SD,A,GTR
31,8,2013,GTR,25,I,GP,0.8,360,BU,A,GTR
31,8,2013,GTR,30,I,GP,1.2,480,BU,A,GTR
31,8,2013,GTR,40,I,GP,1.2,480,BU,A,GTR
31,8,2013,GTR,30,I,GP,1.2,480,BU,A,GTR
31,8,2013,GTR,30,I,GP,1.2,480,BU,A,GTR
31,8,2013,GTR,30,I,GP,1.2,360,BU,A,GTR
31,8,2013,GTR,43,I,GP,0.3,360,SD,D,EZ1203H
31,8,2013,GTR,60,I,GP,0.3,360,BU,A,GTR
31,8,2013,GTR,43,I,GP,0.6,240,BU,A,GTR
31,8,2013,GTR,25,I,GP,0.8,360,BU,A,GTR
31,8,2013,GTR,30,I,GP,0.8,360,SD,D,GBD
31,8,2013,GTR,30,I,GP,1.2,480,BU,A,GTR
31,8,2013,GTR,25,I,GP,1.2,360,BU,A,GTR
31,8,2013,GTR,50,I,GP,0.5,240,BU,A,GTR
31,8,2013,GTR,15,I,GP,0.7,360,SD,S,GTR
31,8,2013,GTR,25,I,GP,1.2,360,BU,A,GTR
31,8,2013,GTR,30,I,GP,1.2,240,BU,A,GTR
31,8,2013,GTR,30,I,GP,1,600,BU,A,GTR
31,8,2013,GTR,30,I,GP,0.9,360,BU,A,GBD
31,9,2013,GTR,30,I,GP,0.9,240,BU,A,GBD
31,9,2013,GTR,36,R,GP,0.9,360,BU,A,GTR
31,9,2013,GTR,20,I,GP,0.8,360,SD,S,GTR
31,9,2013,GTR,30,I,GP,0.8,360,BU,A,GTR
31,9,2013,GTR,33,I,GP,,,GW,D,TANK
31,9,2013,GTR,25,I,GP,1.2,480,BU,S,GBD
31,10,2013,GTR,25,I,GP,1,360,BU,A,GBD
31,10,2013,PREF,4,I,PM,0.8,360,SD,S,GTR
31,10,2013,GTR,50,I,GP,0.8,240,BU,A,GTR
31,10,2013,GTR,30,I,GP,0.8,360,BU,A,GTR
31,10,2013,GTR,40,I,GP,0.8,240,BU,A,GTR
31,10,2013,GTR,25,I,GP,1,480,BU,A,GBD
31,10,2013,GTR,25,I,GP,0.8,240,BU,U,GBD
31,10,2013,GTR,25,I,GP,0.8,240,BU,U,GBD
31,10,2013,GTR,25,I,GP,1,360,BU,A,GBD
31,10,2013,GTR,30,I,GP,0.6,240,SD,S,GTR
31,10,2013,GTR,30,I,GP,0.6,360,BU,A,GTR
31,10,2013,GTR,35,I,GP,0.8,360,BU,A,GTR
31,10,2013,GTR,30,I,GP,0.2,360,BU,A,GTR
31,10,2013,GTR,20,I,GP,0.8,360,BU,A,GTR
31,11,2013,GTR,30,I,DEEP,1,360,BU,S,GBD
31,11,2013,GTR,25,I,GP,1.2,480,BU,A,GBD
31,11,2013,GTR,50,I,GP,0.3,240,BU,A,GTR
31,11,2013,GTR,35,I,GP,,360,GW,T,TANK
31,11,2013,GTR,25,I,GP,1,360,BU,A,GTR
31,11,2013,GTR,30,I,GP,0.8,360,BU,U,GBD
31,11,2013,GTR,30,I,GP,0.6,240,BU,S,GTR
31,11,2013,GTR,25,I,GP,1,360,BU,A,GTR
31,11,2013,GTR,20,I,GP,1.2,400,BU,A,GBD
31,12,2013,GTR,30,I,GP,0.8,360,BU,A,GTR
31,12,2013,GTR,30,I,GP,1,480,SD,S,GBD
31,12,2013,GTR,42,I,GP,0.8,360,BU,A,GTR
31,12,2013,GTR,30,I,GP,0.6,360,SD,S,GBD
31,12,2013,GTR,30,I,GP,0.8,480,SD,S,GBD
31,12,2013,GTR,30,I,GP,1,360,SD,S,GBD
31,12,2013,GTR,50,I,GP,0.6,240,GW,S,GTR
31,12,2013,GTR,12,I,GP,,240,SD,P,TANK
31,12,2013,GTR,30,I,GP,0.8,360,SD,S,GBD
33,3,2013,GTR,30,I,GS,0.3,360,SD,A,IQ4W
33,4,2013,GTR,50,I,GP,0.35,360,P,A,GTR
33,4,2013,GTR,30,I,GS,0.35,360,P,A,IQ4W
33,11,2013,GTR,20,I,PG,0.275,360,SD,D,IQ4W
33,11,2013,GTR,30,I,GP,0.3,360,SD,Z,IQ4W
33,12,2013,GTR,40,I,GS,0.3,360,SD,A,IQ4W
33,12,2013,GTR,35,I,GS,0.3,360,SD,A,EZ1203H
35,1,2013,GBD,36,I,GP,0.3,360,P,A,BIOA36
35,1,2013,GBD,37,I,GP,0.3,480,P,A,BIOA36
35,1,2013,GBD,39,I,GP,0.3,360,P,A,IQ4PS
35,1,2013,GBD,,I,GS,0.3,360,BU,A,IQ4
35,2,2013,EZ1203H,16,I,GP,0.35,480,BU,S,PPBPS
35,2,2013,GBD,50,I,GP,0.35,240,BU,A,IQ4PS
35,2,2013,GBD,40,I,GP,0.3,240,BU,A,IQ4PS
35,2,2013,GBD,39,I,GP,0.3,360,P,D,IQ4PS
35,4,2013,GBD,40,I,PM,0.3,360,FL,A,BIOA36
35,4,2013,GBD,40,I,GS,0.3,600,SD,D,TANK
35,4,2013,GBD,40,I,GS,0.3,360,FL,A,IQ4W
35,4,2013,GTR,20,I,GP,0.3,360,SD,U,IQ4PS
35,4,2013,GBD,40,I,GP,0.3,360,P,A,IQ4PS
35,4,2013,GBD,,I,GP,0.3,360,SD,A,0.25
35,4,2013,GTR,25,I,GP,0.3,360,SD,A,IQ4PS
35,4,2013,GBD,26,I,GP,0.3,360,SD,A,IQ4PS
35,4,2013,GTR,25,I,GS,0.3,360,SD,U,IQ4PS
35,4,2013,GBD,,I,GP,0.3,360,P,A,0.25
35,4,2013,GBD,,I,GP,0.3,360,SD,A,0.25
35,4,2013,GTR,,I,GP,0.35,300,SD,A,0.25
35,4,2013,GBD,,I,GP,0.3,360,SD,A,0.25
35,4,2013,GTR,,I,GP,0.3,360,P,A,0.25
35,4,2013,GBD,,I,GP,0.3,360,SD,A,0.25
35,5,2013,GBD,41,I,GP,0.325,360,SD,A,IQ4PS
35,5,2013,GTR,34,I,GP,0.3,360,P,A,IQ4PS
35,5,2013,GBD,52,I,GP,0.3,360,P,A,IQ4PS
35,5,2013,TANK,60,I,GP,,360,SD,A,TANK
35,5,2013,GBD,55,I,GP,0.3,240,SD,A,IQ4PS
35,5,2013,TANK,33,I,GP,,360,SD,D,TANK
35,6,2013,GBD,59,I,GP,0.3,360,P,A,IQ4PS
35,6,2013,GBD,52,I,GP,0.3,360,P,A,IQ4PS
35,6,2013,GBD,57,I,GP,0.35,360,SD,A,IQ4PS
35,6,2013,GTR,24,I,GP,0.3,360,SD,S,PPBPS
35,6,2013,GBD,43,I,GP,0.3,360,P,A,IQ4PS
35,7,2013,TANK,30,I,GP,0.3,360,SD,T,TANK
35,7,2013,GBD,30,I,GP,0.3,360,SD,A,IQ4W
35,7,2013,GBD,30,I,GP,0.3,360,SD,A,IQ4W
35,7,2013,GBD,30,I,GP,0.3,360,SD,A,IQ4W
35,7,2013,GBD,35,I,GP,0.3,360,FL,A,IQ4PS
35,7,2013,GTR,28,I,GP,0.3,555,P,Q,IQ4PS
35,7,2013,GBD,40,I,GP,0.3,360,SD,A,IQ4PS
35,7,2013,GTR,20,I,GP,0.3,360,SD,U,IQ4PS
35,7,2013,GBD,43,I,GP,0.3,360,P,A,IQ4PS
35,8,2013,GBD,63,I,GP,0.3,360,SD,A,IQ4PS
35,8,2013,GBD,41,I,GP,0.3,360,SD,A,IQ4PS
35,8,2013,GBD,30,I,GP,0.35,360,P,S,IQ4PS
35,9,2013,GBD,25,R,GP,0.3,360,SD,A,IQ4PS
35,9,2013,GBD,30,I,GP,0.35,360,P,S,IQ4PS
35,10,2013,EZ1203H,10,I,GS,0.3,480,SD,S,0.25
35,10,2013,GBD,30,I,GP,0.3,360,P,A,0.25
35,10,2013,GBD,36,I,GP,0.35,480,SD,A,IQ4PS
35,10,2013,GBD,60,I,GP,0.4,360,SD,A,BIOA36H
35,10,2013,TANK,63,I,GP,,240,P,S,TANK
35,10,2013,GBD,45,I,GP,0.3,480,SD,Z,PPBPS
35,11,2013,GBD,30,I,GP,0.35,360,P,A,IQ4W
35,11,2013,GBD,30,I,GP,0.3,360,P,A,IQ4W
35,11,2013,GBD,40,I,GP,0.3,480,SD,Z,IQ4PS
35,11,2013,GBD,40,I,GP,0.3,480,SD,Z,PPBPS
35,11,2013,GBD,33,I,PG,0.33,480,P,T,IQ4PS
35,11,2013,GBD,40,I,GP,0.3,360,SD,Z,PPBPS
35,11,2013,GBD,40,I,GP,0.3,240,SD,Z,PPBPS
35,12,2013,GBD,40,I,GP,0.3,360,SD,A,IQ4PS
35,12,2013,GBD,40,I,GP,0.3,480,SD,Z,PPBPS
35,12,2013,TANK,34,I,GP,,360,SD,T,TANK
35,12,2013,GBD,48,I,GP,0.3,360,BU,A,IQ4PS
37,3,2013,Tank,40,I,GS,0.3,360,Tank,"A, Tank",Tank
37,4,2013,Tank,65,I,GS,,240,Tank,"A,T",Tank
37,4,2013,Tank,20,I,PM,,600,Tank,D,Tank
37,4,2013,Tank,32,I,GS,,240,Tank,"A,T",Tank
37,4,2013,Tank,34,I,GS,,480,Tank,T,Tank
37,4,2013,Tank,12,I,PG/DAF,,480,Tank,"A,T",Tank
37,5,2013,GTR,30,I,GS,0.3,240,TANK,TANK,TANK
37,8,2013,Tank,16,I,gs,,240,TANK,A,TANK
37,8,2013,TCT,50,I,GS,0.25,240,SD,A,GTR
37,10,2013,TCT,,I,GS,0.3,480,SD,"A,U",GTR
37,10,2013,Tank,30,I,GS,0.25,240,GW,T,Tank
37,10,2013,Tank,36,I,GS,0.3,360,Tank,A,Tank
37,10,2013,Tank,14,I,LPP,0.12,240,GW,T,Tank
37,10,2013,Tank,43,I,GS,,240,GW,T,Tank
37,10,2013,Tank,23,I,LPP,0.125,360,SD,T,Tank
39,4,2013,GTR,60,I,GS,0.5,240,SD,A,BIOA36
39,5,2013,GTR,60,I,GS,0.5,240,SD,A,BIOA36
39,6,2013,GTR,60,I,GS,0.5,240,SD,A,BIOA36
39,7,2013,GTR,60,I,GS,0.5,240,SD,A,BIOA36
39,10,2013,GTR,60,I,GS,0.5,240,SD,A,BIOA36
45,1,2013,GTR,70,I,GP,0.3,360,SD,A,0.25
45,1,2013,GTR,30,I,GP,0.3,360,SD,A,0.25
45,1,2013,GBD,17,I,GP,0.25,360,SD,A,0.25
45,1,2013,TANK,50,I,GP,,240,SD,M,GBD
45,1,2013,GBD,36,I,GP,,,BU,A,0.25
45,1,2013,GTR,50,I,GP,0.3,480,SD,A,GBD
45,1,2013,GTR,50,I,GP,0.3,360,SD,A,0.25
45,1,2013,GTR,50,I,GP,0.3,360,SD,A,0.25
45,1,2013,GTR,40,I,GP,0.3,360,SD,A,0.25
45,1,2013,GTR,40,I,GP,0.3,360,SD,A,0.25
45,1,2013,GBD,40,I,GP,0.3,360,BU,A,GBD
45,2,2013,GBD,50,I,GP,0.2,240,BU,A,0.25
45,2,2013,GBD,40,I,GP,0.3,480,BU,A,GBD
45,2,2013,GBD,40,I,GP,0.4,360,SD,A,0.25
45,2,2013,GBD,40,I,GP,0.3,,SD,A,GBD
45,2,2013,GTR,30,I,GP,0.25,240,BU,A,0.25
45,2,2013,GBD,43,I,GP,0.3,480,SD,A,0.25
45,2,2013,GBD,50,I,GP,0.3,240,SD,A,0.25
45,2,2013,GBD,15,I,GP,0.3,480,SD,U,0.25
45,2,2013,GBD,40,I,GP,0.3,360,SD,A,0.25
45,2,2013,GTR,30,R,GP,0.3,360,SD,U,GTR
45,2,2013,GTR,50,I,GP,0.3,360,SD,A,0.25
45,2,2013,GBD,50,I,GP,0.4,,BU,A,0.25
45,3,2013,0.25,8,I,GP,0.3,360,SD,S,0.25
45,3,2013,GTR,40,I,GP,0.3,360,SD,A,0.25
45,3,2013,TANK,,I,GP,,240,SD,D,TANK
45,3,2013,GBD,15,I,GP,0.3,480,SD,A,0.25
45,3,2013,GTR,50,R,GP,0.3,240,SD,A,0.25
45,3,2013,GTR,50,I,GP,0.3,240,SD,A,0.25
45,3,2013,GTR,18,I,GP,0.3,360,SD,A,0.25
45,3,2013,GBD,40,R,GP,0.3,240,SD,S,GBD
45,3,2013,GTR,30,I,GP,0.3,360,SD,A,GBD
45,3,2013,GTR,40,I,GP,0.3,360,BU,A,0.25
45,3,2013,GBD,40,I,GP,0.3,,BU,A,GBD
45,3,2013,GTR,40,I,GP,0.3,360,SD,A,GBD
45,3,2013,TANK,40,I,GP,,,SD,D,TANK
45,3,2013,GTR,30,R,GP,0.3,360,SD,U,GBD
45,3,2013,GBD,40,I,GP,0.3,360,BU,A,0.25
45,4,2013,GBD,40,I,GP,0.3,360,SD,A,GBD
45,4,2013,GTR,40,I,GP,0.25,240,SD,A,GBD
45,4,2013,GBD,,I,GP,0.3,,SB,A,0.25
45,4,2013,GTR,40,I,GP,0.3,360,SD,A,GBD
45,4,2013,GTR,28,I,GP,0.25,240,BU,A,GBD
45,4,2013,GBD,50,I,GP,0.3,360,SD,A,0.25
45,4,2013,GBD,34,I,GP,0.3,,BU,A,0.25
45,4,2013,GBD,40,I,GP,0.3,360,SD,A,GBD
45,4,2013,GTR,16,I,GP,0.35,480,SD,U,GBD
45,4,2013,GBD,10,I,GP,0.3,360,SD,S,GBD
45,4,2013,GTR,20,I,GP,0.3,240,SD,A,GBD
45,4,2013,GBD,10,I,GP,0.3,240,SD,D,0.25
45,4,2013,GTR,50,R,GP,0.3,240,BU,A,GBD
45,4,2013,TANK,50,I,GP,,240,SD,A,TANK
45,4,2013,GTR,50,I,GP,,360,SD,A,GBD
45,4,2013,GBD,40,I,GP,0.3,2480,SD,A,0.25
45,4,2013,GBD,,I,GP,0.3,3670,SD,A,0.25
45,4,2013,GBD,50,I,GP,0.3,360,SD,A,GBD
45,4,2013,GBD,35,I,GP,0.3,360,SD,S,GBD
45,4,2013,GBD,47,I,GP,0.3,360,SD,A,GTR
45,4,2013,GBD,40,I,GP,0.3,,SD,A,0.25
45,4,2013,GBD,,I,GP,0.3,240,SD,A,0.25
45,4,2013,GBD,40,I,GP,0.3,360,SD,A,0.25
